Timestamp,Is holiday,Real temperature,Feels like temperature,Humidity,Speed of wind,PM25 pollution,Atmospheric CO2,Weather type,No. of shared scooter rides
2015-01-13 3:00:00,0,11.0°C,,85.00%,19.0 km/h,7.07 μg/m3,404.83ppm,Rain,13
2015-01-13 4:00:00,0,11.0°C,11.0°C,82.00%,21.0 km/h,11.1 μg/m3,404.96ppm,Rain,33
2015-01-13 5:00:00,0,10.5°C,9.0°C,79.50%,21.0 km/h,8.97 μg/m3,408.21ppm,Rain,113
2015-01-13 6:00:00,0,10.0°C,7.5°C,82.00%,20.5 km/h,8.57 μg/m3,404.54ppm,Scattered clouds,600
2015-01-13 7:00:00,0,9.5°C,6.5°C,79.00%,21.0 km/h,8.55 μg/m3,407.49ppm,Rain,1584
2015-01-13 8:00:00,0,9.0°C,6.5°C,71.00%,16.0 km/h,10.19 μg/m3,404.87ppm,Scattered clouds,3960
2015-01-13 9:00:00,0,9.0°C,6.0°C,71.00%,18.0 km/h,7.81 μg/m3,403.56ppm,Scattered clouds,2090
2015-01-13 10:00:00,0,9.0°C,6.5°C,71.00%,17.5 km/h,9.4 μg/m3,404.44ppm,Clear,960
2015-01-13 11:00:00,0,,6.0°C,68.50%,18.0 km/h,4.46 μg/m3,401.53ppm,Scattered clouds,866
2015-01-13 12:00:00,0,9.5°C,6.5°C,64.00%,20.5 km/h,7.82 μg/m3,402.79ppm,Rain,1019
2015-01-13 13:00:00,0,9.0°C,5.5°C,73.50%,,7.54 μg/m3,403.51ppm,Rain,719
2015-01-13 14:00:00,0,8.5°C,4.5°C,71.00%,29.0 km/h,7.21 μg/m3,405.25ppm,Rain,811
2015-01-13 15:00:00,0,8.0°C,4.5°C,73.50%,21.5 km/h,9.11 μg/m3,408.27ppm,Scattered clouds,883
2015-01-13 16:00:00,0,7.5°C,4.0°C,68.50%,23.0 km/h,7.8 μg/m3,404.27ppm,Scattered clouds,1391
2015-01-13 17:00:00,0,7.0°C,3.0°C,71.00%,22.0 km/h,7.76 μg/m3,402.91ppm,Scattered clouds,2886
2015-01-13 18:00:00,0,7.0°C,4.5°C,71.00%,14.0 km/h,6.82 μg/m3,406.68ppm,Rain,2659
2015-01-13 19:00:00,0,6.0°C,2.5°C,76.00%,,7.41 μg/m3,405.37ppm,Rain,1548
2015-01-13 20:00:00,0,5.5°C,,76.00%,21.0 km/h,4.99 μg/m3,407.32ppm,Scattered clouds,947
2015-01-13 21:00:00,0,5.0°C,1.0°C,76.00%,23.0 km/h,7.53 μg/m3,406.94ppm,Scattered clouds,660
2015-01-13 22:00:00,0,5.0°C,2.0°C,76.00%,17.0 km/h,5.88 μg/m3,406.13ppm,Clear,501
2015-01-13 23:00:00,0,,1.0°C,70.00%,19.5 km/h,10.32 μg/m3,405.71ppm,Clear,340
2015-01-14 0:00:00,0,5.0°C,0.5°C,66.00%,26.0 km/h,9.1 μg/m3,406.95ppm,Clear,168
2015-01-14 1:00:00,0,5.0°C,0.0°C,66.00%,30.0 km/h,9.37 μg/m3,406.8ppm,Clear,79
2015-01-14 2:00:00,0,5.0°C,0.5°C,66.00%,24.0 km/h,6.02 μg/m3,406.89ppm,Clear,60
2015-01-14 3:00:00,0,4.5°C,0.5°C,72.50%,21.0 km/h,9.26 μg/m3,406.85ppm,Clear,54
2015-01-14 4:00:00,0,4.5°C,1.5°C,72.50%,,7.0 μg/m3,404.86ppm,Clear,44
2015-01-14 5:00:00,0,5.0°C,1.5°C,70.00%,,8.42 μg/m3,403.38ppm,Clear,93
2015-01-14 6:00:00,0,5.0°C,,70.00%,23.0 km/h,7.72 μg/m3,405.06ppm,Broken clouds,560
2015-01-14 7:00:00,0,4.5°C,-1.0°C,68.00%,30.5 km/h,5.93 μg/m3,404.19ppm,Scattered clouds,1820
2015-01-14 8:00:00,0,4.0°C,-1.0°C,70.00%,26.0 km/h,6.44 μg/m3,403.15ppm,Scattered clouds,3904
2015-01-14 9:00:00,0,4.5°C,-0.5°C,,29.0 km/h,8.99 μg/m3,408.2ppm,Scattered clouds,2064
2015-01-14 10:00:00,0,5.0°C,0.0°C,70.00%,30.5 km/h,8.94 μg/m3,404.98ppm,Scattered clouds,841
2015-01-14 11:00:00,0,5.5°C,1.0°C,65.50%,27.0 km/h,5.94 μg/m3,402.9ppm,Scattered clouds,732
2015-01-14 12:00:00,0,6.5°C,2.5°C,59.00%,,9.71 μg/m3,407.68ppm,Scattered clouds,1013
2015-01-14 13:00:00,0,7.0°C,3.0°C,57.00%,24.0 km/h,7.43 μg/m3,405.23ppm,Scattered clouds,1066
2015-01-14 14:00:00,0,7.0°C,3.5°C,55.00%,22.0 km/h,6.08 μg/m3,406.99ppm,Scattered clouds,913
2015-01-14 15:00:00,0,7.0°C,,55.00%,18.0 km/h,7.18 μg/m3,404.26ppm,Clear,969
2015-01-14 16:00:00,0,7.0°C,4.5°C,59.00%,16.0 km/h,5.97 μg/m3,406.19ppm,Clear,1365
2015-01-14 17:00:00,0,7.5°C,4.5°C,64.00%,16.0 km/h,6.91 μg/m3,406.28ppm,Scattered clouds,2638
2015-01-14 18:00:00,0,8.0°C,4.5°C,71.00%,21.5 km/h,7.28 μg/m3,405.21ppm,Scattered clouds,1974
2015-01-14 19:00:00,0,,5.5°C,71.00%,27.0 km/h,8.77 μg/m3,403.74ppm,Broken clouds,1254
2015-01-14 20:00:00,0,10.0°C,6.0°C,69.00%,31.0 km/h,9.22 μg/m3,405.8ppm,Broken clouds,885
2015-01-14 21:00:00,0,10.0°C,6.0°C,71.00%,38.0 km/h,9.59 μg/m3,406.2ppm,Rain,537
2015-01-14 22:00:00,0,9.5°C,5.5°C,76.50%,39.0 km/h,9.18 μg/m3,402.6ppm,Rain,344
2015-01-14 23:00:00,0,10.0°C,,79.00%,40.0 km/h,5.15 μg/m3,409.84ppm,Snow,188
2015-01-15 0:00:00,0,10.0°C,6.0°C,82.00%,40.0 km/h,5.83 μg/m3,408.26ppm,Rain,91
2015-01-15 1:00:00,0,11.0°C,11.0°C,79.50%,40.0 km/h,9.65 μg/m3,405.29ppm,Snow,66
2015-01-15 2:00:00,0,11.0°C,11.0°C,82.00%,44.5 km/h,7.3 μg/m3,406.71ppm,Snow,25
2015-01-15 3:00:00,0,11.5°C,11.5°C,79.50%,45.0 km/h,7.79 μg/m3,404.97ppm,Rain,23
2015-01-15 4:00:00,0,11.0°C,11.0°C,77.00%,37.0 km/h,8.95 μg/m3,403.74ppm,Snow,23
2015-01-15 5:00:00,0,10.0°C,,79.00%,31.5 km/h,9.94 μg/m3,406.9ppm,Rain,62
2015-01-15 6:00:00,0,,5.5°C,73.50%,29.5 km/h,8.71 μg/m3,403.37ppm,Rain,481
2015-01-15 7:00:00,0,,6.0°C,73.50%,,6.71 μg/m3,405.74ppm,Scattered clouds,1692
2015-01-15 8:00:00,0,9.0°C,6.0°C,66.00%,21.0 km/h,6.17 μg/m3,403.68ppm,Clear,3673
2015-01-15 9:00:00,0,,6.0°C,73.50%,19.5 km/h,6.39 μg/m3,403.32ppm,Scattered clouds,1941
2015-01-15 10:00:00,0,9.0°C,6.0°C,76.00%,21.0 km/h,9.84 μg/m3,405.29ppm,Scattered clouds,844
2015-01-15 11:00:00,0,9.0°C,6.0°C,66.00%,26.0 km/h,9.29 μg/m3,407.09ppm,Scattered clouds,729
2015-01-15 12:00:00,0,8.5°C,5.0°C,71.00%,,8.07 μg/m3,405.52ppm,Rain,835
2015-01-15 13:00:00,0,9.0°C,5.0°C,64.00%,,5.86 μg/m3,405.13ppm,Scattered clouds,1005
2015-01-15 14:00:00,0,9.0°C,5.0°C,60.00%,30.5 km/h,9.34 μg/m3,401.41ppm,Scattered clouds,828
2015-01-15 15:00:00,0,9.0°C,,52.00%,,8.28 μg/m3,404.6ppm,Scattered clouds,912
2015-01-15 16:00:00,0,8.0°C,4.0°C,53.00%,29.0 km/h,6.85 μg/m3,402.18ppm,Scattered clouds,1249
2015-01-15 17:00:00,0,,3.5°C,55.00%,29.5 km/h,7.92 μg/m3,405.12ppm,Scattered clouds,2524
2015-01-15 18:00:00,0,7.0°C,3.0°C,57.00%,29.5 km/h,8.76 μg/m3,404.99ppm,Scattered clouds,2480
2015-01-15 19:00:00,0,8.0°C,4.0°C,51.50%,29.5 km/h,7.33 μg/m3,404.88ppm,Scattered clouds,1353
2015-01-15 20:00:00,0,7.0°C,2.0°C,51.00%,34.0 km/h,6.45 μg/m3,404.94ppm,Scattered clouds,810
2015-01-15 21:00:00,0,6.5°C,1.5°C,57.00%,,8.28 μg/m3,406.0ppm,Clear,591
2015-01-15 22:00:00,0,6.5°C,1.5°C,59.00%,33.0 km/h,8.38 μg/m3,406.13ppm,Scattered clouds,430
2015-01-15 23:00:00,0,,3.0°C,57.00%,29.5 km/h,5.16 μg/m3,405.68ppm,Clear,301
2015-01-16 0:00:00,0,7.0°C,3.0°C,53.00%,31.0 km/h,7.89 μg/m3,406.94ppm,Clear,208
2015-01-16 1:00:00,0,7.0°C,3.0°C,53.00%,27.5 km/h,6.74 μg/m3,400.17ppm,Clear,117
2015-01-16 2:00:00,0,6.5°C,2.5°C,59.00%,22.0 km/h,8.72 μg/m3,403.0ppm,Clear,71
2015-01-16 3:00:00,0,6.5°C,2.5°C,59.00%,25.0 km/h,5.44 μg/m3,405.88ppm,Clear,59
2015-01-16 4:00:00,0,,3.0°C,55.00%,20.5 km/h,6.09 μg/m3,405.01ppm,Clear,46
2015-01-16 5:00:00,0,6.5°C,3.0°C,55.00%,20.5 km/h,4.49 μg/m3,403.28ppm,Clear,88
2015-01-16 6:00:00,0,,4.0°C,55.00%,18.5 km/h,8.62 μg/m3,405.87ppm,Clear,471
2015-01-16 7:00:00,0,7.0°C,4.5°C,59.00%,,5.75 μg/m3,406.47ppm,Rain,1648
2015-01-16 8:00:00,0,7.0°C,4.5°C,61.00%,15.0 km/h,6.01 μg/m3,403.49ppm,Broken clouds,3546
2015-01-16 9:00:00,0,6.0°C,3.0°C,71.00%,13.0 km/h,7.86 μg/m3,403.71ppm,Scattered clouds,1980
2015-01-16 10:00:00,0,6.5°C,3.5°C,68.50%,17.0 km/h,7.76 μg/m3,401.73ppm,Scattered clouds,878
2015-01-16 11:00:00,0,6.0°C,2.5°C,76.00%,19.5 km/h,8.96 μg/m3,404.8ppm,Scattered clouds,795
2015-01-16 12:00:00,0,6.0°C,3.0°C,73.50%,17.0 km/h,9.11 μg/m3,404.91ppm,Scattered clouds,994
2015-01-16 13:00:00,0,7.0°C,4.0°C,68.50%,15.0 km/h,9.7 μg/m3,402.88ppm,Scattered clouds,1122
2015-01-16 14:00:00,0,7.0°C,4.5°C,66.00%,15.0 km/h,10.42 μg/m3,403.96ppm,Scattered clouds,941
2015-01-16 15:00:00,0,7.0°C,4.0°C,66.00%,15.0 km/h,9.56 μg/m3,404.9ppm,Scattered clouds,1104
2015-01-16 16:00:00,0,6.0°C,2.0°C,68.50%,23.5 km/h,8.5 μg/m3,406.84ppm,Rain,1149
2015-01-16 17:00:00,0,5.5°C,2.5°C,76.00%,14.0 km/h,8.33 μg/m3,404.23ppm,Scattered clouds,2348
2015-01-16 18:00:00,0,5.0°C,1.5°C,73.00%,16.0 km/h,8.92 μg/m3,403.19ppm,Broken clouds,2002
2015-01-16 19:00:00,0,4.0°C,1.0°C,72.50%,12.0 km/h,4.97 μg/m3,407.96ppm,Clear,1183
2015-01-16 20:00:00,0,4.0°C,2.0°C,72.50%,9.0 km/h,7.77 μg/m3,406.39ppm,Clear,693
2015-01-16 21:00:00,0,3.0°C,,,11.0 km/h,5.26 μg/m3,402.4ppm,Clear,473
2015-01-16 22:00:00,0,2.5°C,-1.5°C,72.50%,15.0 km/h,6.9 μg/m3,406.43ppm,Clear,386
2015-01-16 23:00:00,0,2.5°C,,81.00%,12.0 km/h,5.79 μg/m3,403.95ppm,Clear,361
2015-01-17 0:00:00,0,2.0°C,-2.0°C,81.00%,13.0 km/h,8.58 μg/m3,407.05ppm,Clear,328
2015-01-17 1:00:00,0,2.0°C,-1.5°C,81.00%,12.0 km/h,8.9 μg/m3,404.17ppm,Clear,220
2015-01-17 2:00:00,0,1.0°C,-3.0°C,81.00%,14.0 km/h,9.82 μg/m3,401.41ppm,Clear,199
2015-01-17 3:00:00,0,1.0°C,-3.0°C,81.00%,15.0 km/h,6.55 μg/m3,403.86ppm,Clear,144
2015-01-17 4:00:00,0,1.0°C,-2.0°C,81.00%,10.0 km/h,7.01 μg/m3,403.24ppm,Clear,76
2015-01-17 5:00:00,0,0.5°C,-2.5°C,77.50%,8.0 km/h,9.62 μg/m3,403.67ppm,Clear,68
2015-01-17 6:00:00,0,0.5°C,,77.50%,10.0 km/h,7.23 μg/m3,400.41ppm,Clear,70
2015-01-17 7:00:00,0,1.5°C,-2.5°C,72.50%,16.0 km/h,6.92 μg/m3,404.76ppm,Clear,154
2015-01-17 8:00:00,0,2.5°C,-1.5°C,67.50%,15.0 km/h,9.07 μg/m3,400.93ppm,Clear,350
2015-01-17 9:00:00,0,3.5°C,-0.5°C,65.00%,16.0 km/h,8.78 μg/m3,404.75ppm,Clear,682
2015-01-17 10:00:00,0,4.0°C,0.0°C,70.00%,21.0 km/h,9.44 μg/m3,400.17ppm,Rain,784
2015-01-17 11:00:00,0,5.0°C,1.5°C,73.00%,18.5 km/h,8.72 μg/m3,402.81ppm,Rain,998
2015-01-17 12:00:00,0,6.5°C,3.5°C,73.50%,17.0 km/h,7.41 μg/m3,406.1ppm,Scattered clouds,1360
2015-01-17 13:00:00,0,6.0°C,2.5°C,73.50%,20.5 km/h,10.06 μg/m3,406.4ppm,Scattered clouds,1421
2015-01-17 14:00:00,0,7.0°C,4.0°C,66.00%,17.0 km/h,9.32 μg/m3,403.41ppm,Scattered clouds,1531
2015-01-17 15:00:00,0,6.0°C,3.0°C,71.00%,18.0 km/h,7.97 μg/m3,406.09ppm,Clear,1527
2015-01-17 16:00:00,0,6.0°C,3.0°C,71.00%,15.0 km/h,9.33 μg/m3,401.35ppm,Clear,1257
2015-01-17 17:00:00,0,5.0°C,2.5°C,76.00%,10.0 km/h,7.98 μg/m3,406.95ppm,Clear,997
2015-01-17 18:00:00,0,5.0°C,2.0°C,76.00%,13.0 km/h,6.61 μg/m3,407.35ppm,Clear,765
2015-01-17 19:00:00,0,5.0°C,2.0°C,76.00%,12.0 km/h,8.17 μg/m3,404.58ppm,Clear,719
2015-01-17 20:00:00,0,5.0°C,3.0°C,81.00%,9.0 km/h,10.89 μg/m3,404.12ppm,Clear,525
2015-01-17 21:00:00,0,5.0°C,2.5°C,76.00%,10.0 km/h,9.56 μg/m3,400.3ppm,Clear,415
2015-01-17 22:00:00,0,5.0°C,3.0°C,76.00%,7.0 km/h,8.62 μg/m3,404.88ppm,Scattered clouds,328
2015-01-17 23:00:00,0,5.0°C,2.5°C,78.50%,9.0 km/h,6.66 μg/m3,406.32ppm,Rain,350
2015-01-18 0:00:00,0,5.0°C,3.0°C,76.00%,7.0 km/h,6.23 μg/m3,405.72ppm,Scattered clouds,383
2015-01-18 1:00:00,0,,3.5°C,76.00%,6.5 km/h,7.63 μg/m3,405.3ppm,Rain,268
2015-01-18 2:00:00,0,5.0°C,3.0°C,81.00%,8.0 km/h,7.09 μg/m3,402.13ppm,Rain,268
2015-01-18 3:00:00,0,,3.0°C,84.00%,6.5 km/h,8.03 μg/m3,405.26ppm,Rain,140
2015-01-18 4:00:00,0,4.0°C,4.0°C,87.00%,0.0 km/h,8.23 μg/m3,403.27ppm,Rain,73
2015-01-18 5:00:00,0,4.0°C,3.5°C,90.00%,5.0 km/h,5.87 μg/m3,407.84ppm,Rain,53
2015-01-18 6:00:00,0,4.0°C,3.5°C,90.00%,5.0 km/h,6.74 μg/m3,406.2ppm,Rain,54
2015-01-18 7:00:00,0,4.0°C,3.5°C,87.00%,5.0 km/h,7.47 μg/m3,405.53ppm,Rain,97
2015-01-18 8:00:00,0,4.0°C,3.5°C,93.00%,5.0 km/h,8.65 μg/m3,405.08ppm,Scattered clouds,210
2015-01-18 9:00:00,0,4.0°C,2.5°C,90.00%,6.5 km/h,8.71 μg/m3,403.1ppm,Rain,406
2015-01-18 10:00:00,0,4.0°C,2.0°C,87.00%,9.0 km/h,6.45 μg/m3,403.37ppm,Rain,693
2015-01-18 11:00:00,0,4.0°C,1.5°C,84.00%,9.0 km/h,6.16 μg/m3,408.83ppm,Cloudy,906
2015-01-18 12:00:00,0,4.0°C,1.0°C,81.00%,12.0 km/h,6.58 μg/m3,403.21ppm,Scattered clouds,1244
2015-01-18 13:00:00,0,4.0°C,,81.00%,12.0 km/h,9.19 μg/m3,405.03ppm,Scattered clouds,1401
2015-01-18 14:00:00,0,,,75.00%,14.0 km/h,7.29 μg/m3,405.2ppm,Scattered clouds,1313
2015-01-18 15:00:00,0,4.0°C,1.0°C,75.00%,13.0 km/h,8.16 μg/m3,405.0ppm,Scattered clouds,1450
2015-01-18 16:00:00,0,3.0°C,2.0°C,81.00%,6.0 km/h,8.63 μg/m3,405.36ppm,Scattered clouds,1111
2015-01-18 17:00:00,0,3.0°C,3.0°C,81.00%,4.0 km/h,9.84 μg/m3,408.74ppm,Clear,844
2015-01-18 18:00:00,0,2.0°C,0.0°C,87.00%,6.5 km/h,6.17 μg/m3,405.29ppm,Clear,694
2015-01-18 19:00:00,0,2.0°C,-0.5°C,87.00%,8.0 km/h,9.82 μg/m3,405.99ppm,Clear,510
2015-01-18 20:00:00,0,1.5°C,0.5°C,87.00%,5.5 km/h,8.87 μg/m3,404.39ppm,Clear,370
2015-01-18 21:00:00,0,1.0°C,1.0°C,87.00%,4.0 km/h,10.5 μg/m3,404.61ppm,Clear,265
2015-01-18 22:00:00,0,1.0°C,1.0°C,87.00%,4.0 km/h,10.11 μg/m3,405.93ppm,Clear,249
2015-01-18 23:00:00,0,0.5°C,-1.5°C,90.00%,6.0 km/h,8.16 μg/m3,407.81ppm,Clear,197
2015-01-19 0:00:00,0,0.0°C,-3.0°C,93.00%,8.0 km/h,6.88 μg/m3,407.58ppm,Clear,128
2015-01-19 1:00:00,0,0.5°C,-2.5°C,93.00%,8.0 km/h,8.99 μg/m3,398.68ppm,Scattered clouds,57
2015-01-19 2:00:00,0,1.0°C,,93.00%,5.5 km/h,6.32 μg/m3,401.64ppm,Scattered clouds,30
2015-01-19 3:00:00,0,0.5°C,-0.5°C,93.00%,3.5 km/h,8.32 μg/m3,409.15ppm,Scattered clouds,32
2015-01-19 4:00:00,0,,-1.0°C,93.00%,4.5 km/h,6.88 μg/m3,403.93ppm,Broken clouds,36
2015-01-19 5:00:00,0,1.0°C,-1.0°C,93.00%,6.5 km/h,7.64 μg/m3,404.23ppm,Broken clouds,88
2015-01-19 6:00:00,0,1.0°C,-1.0°C,90.00%,7.0 km/h,4.73 μg/m3,403.84ppm,Broken clouds,472
2015-01-19 7:00:00,0,1.0°C,-1.0°C,90.00%,6.5 km/h,7.87 μg/m3,402.39ppm,Scattered clouds,1695
2015-01-19 8:00:00,0,2.0°C,-0.5°C,84.00%,7.5 km/h,8.18 μg/m3,403.45ppm,Broken clouds,3554
2015-01-19 9:00:00,0,2.0°C,-0.5°C,87.00%,8.0 km/h,7.2 μg/m3,403.91ppm,Broken clouds,1828
2015-01-19 10:00:00,0,3.0°C,1.0°C,75.00%,7.5 km/h,7.87 μg/m3,404.0ppm,Scattered clouds,794
2015-01-19 11:00:00,0,3.5°C,3.0°C,72.50%,3.0 km/h,6.37 μg/m3,403.04ppm,Scattered clouds,688
2015-01-19 12:00:00,0,4.0°C,1.5°C,70.00%,9.0 km/h,9.17 μg/m3,406.83ppm,Scattered clouds,923
2015-01-19 13:00:00,0,4.0°C,2.0°C,70.00%,8.0 km/h,8.04 μg/m3,404.82ppm,Scattered clouds,913
2015-01-19 14:00:00,0,5.0°C,3.5°C,66.00%,,11.36 μg/m3,405.3ppm,Broken clouds,815
2015-01-19 15:00:00,0,5.0°C,4.0°C,63.50%,6.0 km/h,8.44 μg/m3,405.18ppm,Broken clouds,908
2015-01-19 16:00:00,0,4.0°C,2.5°C,67.50%,6.5 km/h,8.57 μg/m3,403.95ppm,Broken clouds,1257
2015-01-19 17:00:00,0,3.5°C,2.5°C,72.50%,6.0 km/h,7.3 μg/m3,403.59ppm,Scattered clouds,2774
2015-01-19 18:00:00,0,3.5°C,2.5°C,72.50%,6.0 km/h,9.79 μg/m3,402.04ppm,Broken clouds,2543
2015-01-19 19:00:00,0,3.5°C,1.5°C,72.50%,7.0 km/h,7.36 μg/m3,406.45ppm,Broken clouds,1442
2015-01-19 20:00:00,0,3.0°C,,75.00%,6.5 km/h,10.59 μg/m3,404.7ppm,Broken clouds,893
2015-01-19 21:00:00,0,2.5°C,1.5°C,78.00%,5.5 km/h,10.55 μg/m3,407.45ppm,Broken clouds,561
2015-01-19 22:00:00,0,2.0°C,1.0°C,75.00%,3.0 km/h,7.23 μg/m3,405.75ppm,Scattered clouds,356
2015-01-19 23:00:00,0,2.0°C,2.0°C,81.00%,2.0 km/h,7.58 μg/m3,408.16ppm,Broken clouds,247
2015-01-20 0:00:00,0,1.0°C,0.0°C,87.00%,3.0 km/h,6.91 μg/m3,404.23ppm,Broken clouds,85
2015-01-20 1:00:00,0,0.5°C,-1.0°C,90.00%,6.5 km/h,5.99 μg/m3,403.05ppm,Clear,49
2015-01-20 2:00:00,0,0.0°C,-1.0°C,93.00%,3.0 km/h,8.44 μg/m3,408.72ppm,Clear,40
2015-01-20 3:00:00,0,-0.5°C,-0.5°C,90.00%,4.0 km/h,8.01 μg/m3,407.31ppm,Clear,18
2015-01-20 4:00:00,0,-1.0°C,-2.0°C,93.00%,3.0 km/h,8.99 μg/m3,401.28ppm,Clear,32
2015-01-20 5:00:00,0,-0.5°C,-0.5°C,93.00%,4.0 km/h,7.92 μg/m3,405.92ppm,Scattered clouds,80
2015-01-20 6:00:00,0,-1.0°C,,93.00%,5.0 km/h,9.31 μg/m3,406.41ppm,Clear,520
2015-01-20 7:00:00,0,-1.0°C,-3.5°C,96.50%,6.5 km/h,7.93 μg/m3,404.55ppm,Clear,1791
2015-01-20 8:00:00,0,-0.5°C,-3.5°C,96.50%,7.0 km/h,7.71 μg/m3,402.43ppm,Clear,3700
2015-01-20 9:00:00,0,0.0°C,-3.0°C,93.00%,,8.13 μg/m3,404.63ppm,Clear,1818
2015-01-20 10:00:00,0,1.0°C,0.0°C,87.00%,5.0 km/h,9.14 μg/m3,405.39ppm,Scattered clouds,806
2015-01-20 11:00:00,0,,1.0°C,78.00%,6.0 km/h,7.45 μg/m3,403.59ppm,Scattered clouds,636
2015-01-20 12:00:00,0,3.5°C,1.0°C,78.00%,,9.36 μg/m3,406.44ppm,Clear,894
2015-01-20 13:00:00,0,4.5°C,2.0°C,72.50%,,6.89 μg/m3,401.79ppm,Scattered clouds,966
2015-01-20 14:00:00,0,5.0°C,2.0°C,68.00%,11.0 km/h,7.53 μg/m3,405.35ppm,Scattered clouds,806
2015-01-20 15:00:00,0,4.0°C,1.0°C,75.00%,13.0 km/h,5.2 μg/m3,408.88ppm,Scattered clouds,897
2015-01-20 16:00:00,0,4.0°C,1.0°C,78.00%,13.0 km/h,7.49 μg/m3,406.2ppm,Broken clouds,1287
2015-01-20 17:00:00,0,4.0°C,1.0°C,78.00%,12.0 km/h,6.32 μg/m3,407.89ppm,Clear,2683
2015-01-20 18:00:00,0,4.0°C,1.0°C,75.00%,12.0 km/h,8.83 μg/m3,404.73ppm,Clear,2624
2015-01-20 19:00:00,0,4.0°C,1.0°C,72.50%,13.0 km/h,8.76 μg/m3,405.42ppm,Clear,1448
2015-01-20 20:00:00,0,4.0°C,1.0°C,70.00%,14.0 km/h,9.83 μg/m3,404.13ppm,Scattered clouds,758
2015-01-20 21:00:00,0,4.0°C,0.5°C,70.00%,16.0 km/h,10.49 μg/m3,404.2ppm,Scattered clouds,603
2015-01-20 22:00:00,0,4.0°C,0.5°C,70.00%,17.5 km/h,7.76 μg/m3,406.02ppm,Clear,447
2015-01-20 23:00:00,0,4.0°C,0.0°C,70.00%,18.5 km/h,6.89 μg/m3,403.12ppm,Cloudy,259
2015-01-21 0:00:00,0,3.5°C,-0.5°C,72.50%,18.0 km/h,8.7 μg/m3,406.67ppm,Cloudy,151
2015-01-21 1:00:00,0,3.0°C,-1.5°C,81.00%,18.5 km/h,7.42 μg/m3,405.98ppm,Cloudy,70
2015-01-21 2:00:00,0,3.0°C,-1.0°C,81.00%,19.0 km/h,7.09 μg/m3,402.57ppm,Broken clouds,56
2015-01-21 3:00:00,0,3.0°C,-1.0°C,81.00%,17.0 km/h,7.97 μg/m3,406.94ppm,Cloudy,24
2015-01-21 4:00:00,0,3.0°C,-1.0°C,84.00%,16.0 km/h,7.12 μg/m3,409.21ppm,Rain,41
2015-01-21 5:00:00,0,,-0.5°C,87.00%,14.0 km/h,11.09 μg/m3,406.78ppm,Rain,81
2015-01-21 6:00:00,0,3.0°C,-1.0°C,87.00%,18.0 km/h,7.6 μg/m3,401.12ppm,Rain,522
2015-01-21 7:00:00,0,,-1.0°C,87.00%,18.0 km/h,7.95 μg/m3,409.75ppm,Broken clouds,1656
2015-01-21 8:00:00,0,3.0°C,-1.0°C,87.00%,18.0 km/h,9.21 μg/m3,400.57ppm,Broken clouds,3655
2015-01-21 9:00:00,0,3.0°C,-1.0°C,87.00%,18.0 km/h,11.28 μg/m3,401.57ppm,Broken clouds,1976
2015-01-21 10:00:00,0,3.0°C,,87.00%,17.0 km/h,7.66 μg/m3,401.49ppm,Broken clouds,821
2015-01-21 11:00:00,0,3.0°C,-1.0°C,87.00%,16.0 km/h,5.19 μg/m3,404.45ppm,Broken clouds,666
2015-01-21 12:00:00,0,3.0°C,-1.0°C,87.00%,17.0 km/h,7.89 μg/m3,401.11ppm,Rain,805
2015-01-21 13:00:00,0,3.5°C,0.0°C,84.00%,16.0 km/h,5.44 μg/m3,400.5ppm,Broken clouds,821
2015-01-21 14:00:00,0,,-1.0°C,87.00%,17.0 km/h,7.23 μg/m3,403.6ppm,Cloudy,701
2015-01-21 15:00:00,0,,-1.0°C,87.00%,18.0 km/h,10.25 μg/m3,403.53ppm,Cloudy,759
2015-01-21 16:00:00,0,,-1.0°C,87.00%,16.0 km/h,6.8 μg/m3,404.38ppm,Cloudy,1217
2015-01-21 17:00:00,0,3.0°C,-0.5°C,84.00%,14.0 km/h,6.43 μg/m3,405.93ppm,Cloudy,2503
2015-01-21 18:00:00,0,3.0°C,0.0°C,87.00%,11.0 km/h,9.29 μg/m3,407.91ppm,Cloudy,2511
2015-01-21 19:00:00,0,3.0°C,0.0°C,87.00%,13.0 km/h,7.67 μg/m3,404.91ppm,Rain,1359
2015-01-21 20:00:00,0,3.0°C,0.5°C,81.00%,9.0 km/h,9.81 μg/m3,405.86ppm,Cloudy,890
2015-01-21 21:00:00,0,,2.0°C,81.00%,6.0 km/h,7.58 μg/m3,404.38ppm,Cloudy,666
2015-01-21 22:00:00,0,3.0°C,2.0°C,81.00%,6.0 km/h,8.97 μg/m3,407.3ppm,Broken clouds,480
2015-01-21 23:00:00,0,3.0°C,2.5°C,81.00%,3.0 km/h,5.69 μg/m3,408.01ppm,Clear,351
2015-01-22 0:00:00,0,2.5°C,2.5°C,84.00%,2.0 km/h,6.6 μg/m3,403.79ppm,Clear,138
2015-01-22 1:00:00,0,2.0°C,2.0°C,87.00%,2.0 km/h,7.72 μg/m3,402.28ppm,Scattered clouds,81
2015-01-22 2:00:00,0,2.0°C,2.0°C,87.00%,2.0 km/h,7.39 μg/m3,403.79ppm,Broken clouds,54
2015-01-22 3:00:00,0,,1.0°C,87.00%,5.5 km/h,11.75 μg/m3,404.03ppm,Cloudy,37
